"","year","word"
"1","2013","traslada"
"2","2013","gobierno"
"3","2013","vasco"
"4","2013","proyecto"
"5","2013","estrategia"
"6","2013","empresarial"
"7","2013","euskadi"
"8","2013","compañía"
"9","2013","intención"
"10","2013","desarrollar"
"11","2013","plan"
"12","2013","estratégico"
"13","2013","implica"
"14","2013","compromiso"
"15","2013","abrir"
"16","2013","tiendas"
"17","2013","euskadi"
"18","2013","generar"
"19","2013","empleos"
"20","2013","estables"
"21","2013","invertir"
"22","2013","m"
"23","2013","próximos"
"24","2013","años"
"25","2013","día"
"26","2013","hoy"
"27","2013","comunicado"
"28","2013","departamento"
"29","2013","desarrollo"
"30","2013","económico"
"31","2013","competitividad"
"32","2013","gobierno"
"33","2013","vasco"
"34","2013","plan"
"35","2013","estratégico"
"36","2013","medio"
"37","2013","plazo"
"38","2013","euskadi"
"39","2013","supondrá"
"40","2013","importantes"
"41","2013","esfuerzos"
"42","2013","inversores"
"43","2013","generación"
"44","2013","riqueza"
"45","2013","empleoen"
"46","2013","ámbito"
"47","2013","plan"
"48","2013","expansión"
"49","2013","abrirá"
"50","2013","tiendas"
"51","2013","formato"
"52","2013","supermercado"
"53","2013","próximos"
"54","2013","seis"
"55","2013","años"
"56","2013","previsión"
"57","2013","apertura"
"58","2013","primera"
"59","2013","tienda"
"60","2013","finales"
"61","2013","2014"
"62","2013","principios"
"63","2013","2015"
"64","2013","supondrá"
"65","2013","unas"
"66","2013","inversiones"
"67","2013","totales"
"68","2013","aproximadamente"
"69","2013","millones"
"70","2013","euros"
"71","2013","dicho"
"72","2013","periodo"
"73","2013","actividad"
"74","2013","cada"
"75","2013","supermercados"
"76","2013","parte"
"77","2013","generará"
"78","2013","nuevos"
"79","2013","empleos"
"80","2013","estables"
"81","2013","elevará"
"82","2013","total"
"83","2013","plantilla"
"84","2013","euskadi"
"85","2013","personas"
"86","2013","contrato"
"87","2013","fijo"
"88","2013","próximos"
"89","2013","seis"
"90","2013","añospatricia"
"91","2013","cortizas"
"92","2013","directora"
"93","2013","territorial"
"94","2013","relaciones"
"95","2013","externas"
"96","2013","detallado"
"97","2013","ejecutivo"
"98","2013","vasco"
"99","2013","intención"
"100","2013","compañía"
"101","2013","colaborar"
"102","2013","dinamización"
"103","2013","economía"
"104","2013","creación"
"105","2013","riqueza"
"106","2013","empleo"
"107","2013","ello"
"108","2013","compromete"
"109","2013","realizar"
"110","2013","anualmente"
"111","2013","compras"
"112","2013","valor"
"113","2013","menos"
"114","2013","millones"
"115","2013","euros"
"116","2013","proveedores"
"117","2013","agroalimentarios"
"118","2013","servicios"
"119","2013","euskadi"
"120","2013","irán"
"121","2013","incrementándose"
"122","2013","apertura"
"123","2013","nuevos"
"124","2013","supermercadosque"
"125","2013","pueda"
"126","2013","contribuir"
"127","2013","crecimiento"
"128","2013","social"
"129","2013","económico"
"130","2013","euskadi"
"131","2013","aspiración"
"132","2013","formamos"
"133","2013","parte"
"134","2013","proyecto"
"135","2013","sentimos"
"136","2013","compromiso"
"137","2013","manifestado"
"138","2013","patricia"
"139","2013","cortizassobre"
"140","2013","empresa"
"141","2013","supermercados"
"142","2013","capital"
"143","2013","íntegramente"
"144","2013","familiar"
"145","2013","cuenta"
"146","2013","cerca"
"147","2013","supermercados"
"148","2013","dispone"
"149","2013","plantilla"
"150","2013","personas"
"151","2013","todas"
"152","2013","contrato"
"153","2013","fijo"
"154","2013","desarrollan"
"155","2013","vida"
"156","2013","profesional"
"157","2013","compañía"
"158","2013","satisfacer"
"159","2013","necesidades"
"160","2013","millones"
"161","2013","hogares"
"162","2013","depositan"
"163","2013","confianza"
"164","2013","empresa"
"165","2013","realizando"
"166","2013","allí"
"167","2013","compras"
"168","2013","invierte"
"169","2013","millones"
"170","2013","euros"
"171","2013","crea"
"172","2013","nuevos"
"173","2013","puestos"
"174","2013","trabajo"
"175","2013","fijos"
"176","2013","2012"
"177","2013","compañía"
"178","2013","reparte"
"179","2013","conjunto"
"180","2013","plantilla"
"181","2013","millones"
"182","2013","euros"
"183","2013","concepto"
"184","2013","prima"
"185","2013","objetivos"
"186","2013","millones"
"187","2013","adicionales"
"188","2013","concepto"
"189","2013","compensación"
"190","2013","extraordinariala"
"191","2013","facturación"
"192","2013","crece"
"193","2013","porcentaje"
"194","2013","millones"
"195","2013","eurosel"
"196","2013","beneficio"
"197","2013","neto"
"198","2013","sitúa"
"199","2013","millones"
"200","2013","euros"
"201","2013","porcentaje"
"202","2013","2011"
"203","2013","representa"
"204","2013","porcentaje"
"205","2013","cifra"
"206","2013","ventasla"
"207","2013","compañía"
"208","2013","objetivo"
"209","2013","potenciar"
"210","2013","valor"
"211","2013","sector"
"212","2013","primario"
"213","2013","país"
"214","2013","va"
"215","2013","continuar"
"216","2013","destinando"
"217","2013","importantes"
"218","2013","recursos"
"219","2013","capacidades"
"220","2013","desarrollo"
"221","2013","cadena"
"222","2013","agroalimentaria"
"223","2013","sosteniblesegún"
"224","2013","juan"
"225","2013","roig"
"226","2013","va"
"227","2013","continuar"
"228","2013","reforzando"
"229","2013","apuesta"
"230","2013","empleo"
"231","2013","calidad"
"232","2013","presidente"
"233","2013","compañía"
"234","2013","orgullo"
"235","2013","poder"
"236","2013","decir"
"237","2013","cualquier"
"238","2013","cajeroa"
"239","2013","reponedora"
"240","2013","cuatro"
"241","2013","años"
"242","2013","dispone"
"243","2013","salario"
"244","2013","incluidas"
"245","2013","primas"
"246","2013","objetivos"
"247","2013","supera"
"248","2013","euros"
"249","2013","netos"
"250","2013","mes"
"251","2013","creado"
"252","2013","nuevos"
"253","2013","puestos"
"254","2013","trabajo"
"255","2013","directos"
"256","2013","2012"
"257","2013","fijos"
"258","2013","eleva"
"259","2013","total"
"260","2013","plantilla"
"261","2013","personas"
"262","2013","ello"
"263","2013","compañía"
"264","2013","reforzado"
"265","2013","compromiso"
"266","2013","mantiene"
"267","2013","generación"
"268","2013","empleo"
"269","2013","estable"
"270","2013","calidad"
"271","2013","país"
"272","2013","demuestra"
"273","2013","hecho"
"274","2013","pesar"
"275","2013","complicado"
"276","2013","contexto"
"277","2013","incorporado"
"278","2013","total"
"279","2013","nuevas"
"280","2013","personas"
"281","2013","plantilla"
"282","2013","últimos"
"283","2013","cinco"
"284","2013","añosal"
"285","2013","cierre"
"286","2013","2012"
"287","2013","gracias"
"288","2013","implicación"
"289","2013","conjunto"
"290","2013","trabajadoras"
"291","2013","trabajadores"
"292","2013","confianza"
"293","2013","demostrada"
"294","2013","clientes"
"295","2013","compañía"
"296","2013","alcanzado"
"297","2013","facturación"
"298","2013","millones"
"299","2013","euros"
"300","2013","porcentaje"
"301","2013","2011"
"302","2013","gracias"
"303","2013","ello"
"304","2013","crecimiento"
"305","2013","ventas"
"306","2013","superficie"
"307","2013","constante"
"308","2013","porcentaje"
"309","2013","además"
"310","2013","ventas"
"311","2013","volumen"
"312","2013","crecido"
"313","2013","porcentaje"
"314","2013","millones"
"315","2013","kilos"
"316","2013","litros"
"317","2013","kilitrosun"
"318","2013","año"
"319","2013","seguido"
"320","2013","incrementado"
"321","2013","productividad"
"322","2013","crecimiento"
"323","2013","porcentaje"
"324","2013","mejora"
"325","2013","sumada"
"326","2013","esfuerzo"
"327","2013","cuantos"
"328","2013","forman"
"329","2013","parte"
"330","2013","compañía"
"331","2013","diferentes"
"332","2013","iniciativas"
"333","2013","puestas"
"334","2013","marcha"
"335","2013","mejorar"
"336","2013","eficiencia"
"337","2013","permitido"
"338","2013","elevar"
"339","2013","beneficio"
"340","2013","neto"
"341","2013","millones"
"342","2013","euros"
"343","2013","porcentaje"
"344","2013","2011"
"345","2013","cifra"
"346","2013","representa"
"347","2013","porcentaje"
"348","2013","ventasen"
"349","2013","marco"
"350","2013","vincular"
"351","2013","parte"
"352","2013","retribución"
"353","2013","beneficios"
"354","2013","productividad"
"355","2013","compañía"
"356","2013","repartido"
"357","2013","trabajadores"
"358","2013","millones"
"359","2013","euros"
"360","2013","concepto"
"361","2013","primas"
"362","2013","objetivos"
"363","2013","ello"
"364","2013","además"
"365","2013","sumarse"
"366","2013","compensación"
"367","2013","extraordinaria"
"368","2013","millones"
"369","2013","euros"
"370","2013","compañía"
"371","2013","decidido"
"372","2013","igualmente"
"373","2013","repartir"
"374","2013","neutralizar"
"375","2013","efectos"
"376","2013","derivados"
"377","2013","subida"
"378","2013","tramos"
"379","2013","retención"
"380","2013","irpf"
"381","2013","reparto"
"382","2013","adicional"
"383","2013","querido"
"384","2013","garantizar"
"385","2013","trabajadores"
"386","2013","trabajadoras"
"387","2013","menos"
"388","2013","mismo"
"389","2013","salario"
"390","2013","neto"
"391","2013","percibieron"
"392","2013","2011según"
"393","2013","juan"
"394","2013","roig"
"395","2013","va"
"396","2013","continuar"
"397","2013","reforzando"
"398","2013","apuesta"
"399","2013","empleo"
"400","2013","calidad"
"401","2013","presidente"
"402","2013","compañía"
"403","2013","orgullo"
"404","2013","poder"
"405","2013","decir"
"406","2013","cualquier"
"407","2013","cajeroa"
"408","2013","reponedora"
"409","2013","cuatro"
"410","2013","años"
"411","2013","dispone"
"412","2013","salario"
"413","2013","incluidas"
"414","2013","primas"
"415","2013","objetivos"
"416","2013","supera"
"417","2013","euros"
"418","2013","netos"
"419","2013","mes"
"420","2013","apuesta"
"421","2013","sector"
"422","2013","primario"
"423","2013","cadena"
"424","2013","agroalimentaria"
"425","2013","sostenibleen"
"426","2013","2012"
"427","2013","puesto"
"428","2013","marcha"
"429","2013","distintas"
"430","2013","iniciativas"
"431","2013","incrementar"
"432","2013","compromiso"
"433","2013","desarrollo"
"434","2013","cadena"
"435","2013","agroalimentaria"
"436","2013","sostenible"
"437","2013","hecho"
"438","2013","compañía"
"439","2013","viene"
"440","2013","trabajando"
"441","2013","hace"
"442","2013","años"
"443","2013","junto"
"444","2013","interproveedores"
"445","2013","sentido"
"446","2013","objetivo"
"447","2013","potenciar"
"448","2013","valor"
"449","2013","sector"
"450","2013","primario"
"451","2013","país"
"452","2013","vertebrar"
"453","2013","economías"
"454","2013","locales"
"455","2013","aunque"
"456","2013","reconoce"
"457","2013","queda"
"458","2013","todavía"
"459","2013","hacer"
"460","2013","sentidopara"
"461","2013","ello"
"462","2013","largo"
"463","2013","año"
"464","2013","estrechado"
"465","2013","colaboración"
"466","2013","sector"
"467","2013","alcanzando"
"468","2013","acuerdos"
"469","2013","estables"
"470","2013","agricultores"
"471","2013","ganaderos"
"472","2013","cofradías"
"473","2013","pescadores"
"474","2013","compra"
"475","2013","diariamente"
"476","2013","toneladas"
"477","2013","pescado"
"478","2013","lonja"
"479","2013","además"
"480","2013","dentro"
"481","2013","búsqueda"
"482","2013","constante"
"483","2013","soluciones"
"484","2013","sostenibles"
"485","2013","sector"
"486","2013","primario"
"487","2013","impulsado"
"488","2013","iniciativas"
"489","2013","concretas"
"490","2013","ejemplo"
"491","2013","decisión"
"492","2013","conjunta"
"493","2013","interproveedores"
"494","2013","lácteos"
"495","2013","pagar"
"496","2013","céntimos"
"497","2013","litro"
"498","2013","leche"
"499","2013","adquirido"
"500","2013","ganaderos"
"501","2013","medida"
"502","2013","beneficiado"
"503","2013","ganaderos"
"504","2013","nacionales"
"505","2013","suministran"
"506","2013","leche"
"507","2013","marca"
"508","2013","hacendadodentro"
"509","2013","compromiso"
"510","2013","prioritario"
"511","2013","sector"
"512","2013","primario"
"513","2013","compañía"
"514","2013","cree"
"515","2013","existe"
"516","2013","clara"
"517","2013","oportunidad"
"518","2013","crecimiento"
"519","2013","mejora"
"520","2013","va"
"521","2013","continuar"
"522","2013","destinando"
"523","2013","próximos"
"524","2013","años"
"525","2013","importantes"
"526","2013","recursos"
"527","2013","capacidades"
"528","2013","contribuir"
"529","2013","desarrollo"
"530","2013","cadena"
"531","2013","agroalimentaria"
"532","2013","sostenible"
"533","2013","país"
"534","2013","debido"
"535","2013","ello"
"536","2013","dados"
"537","2013","esfuerzos"
"538","2013","van"
"539","2013","realizar"
"540","2013","próximos"
"541","2013","años"
"542","2013","ámbito"
"543","2013","decidido"
"544","2013","aplazar"
"545","2013","proyecto"
"546","2013","internacional"
"547","2013","temporalmente"
"548","2013","aunque"
"549","2013","seguirá"
"550","2013","estudiando"
"551","2013","cualquier"
"552","2013","oportunidad"
"553","2013","pueda"
"554","2013","presentarse"
"555","2013","tiempoel"
"556","2013","reto"
"557","2013","adaptación"
"558","2013","laboratorios"
"559","2013","estrategia"
"560","2013","delantala"
"561","2013","largo"
"562","2013","2012"
"563","2013","compañía"
"564","2013","seguido"
"565","2013","enfrentando"
"566","2013","reto"
"567","2013","considera"
"568","2013","especial"
"569","2013","importancia"
"570","2013","adaptación"
"571","2013","forma"
"572","2013","ágil"
"573","2013","rápida"
"574","2013","necesidades"
"575","2013","clientes"
"576","2013","ello"
"577","2013","fomentado"
"578","2013","conjunto"
"579","2013","plantilla"
"580","2013","propuesta"
"581","2013","nuevas"
"582","2013","ideas"
"583","2013","proyectos"
"584","2013","vez"
"585","2013","analizados"
"586","2013","testados"
"587","2013","colaboración"
"588","2013","clientes"
"589","2013","permitido"
"590","2013","introducir"
"591","2013","mejoras"
"592","2013","hecho"
"593","2013","compañía"
"594","2013","puesto"
"595","2013","marcha"
"596","2013","diversos"
"597","2013","laboratorios"
"598","2013","supermercados"
"599","2013","espacios"
"600","2013","diseñado"
"601","2013","directamente"
"602","2013","través"
"603","2013","experiencia"
"604","2013","clientes"
"605","2013","introducir"
"606","2013","diversas"
"607","2013","mejoras"
"608","2013","surtido"
"609","2013","servicio"
"610","2013","procesos"
"611","2013","actualmente"
"612","2013","centrada"
"613","2013","reto"
"614","2013","potenciar"
"615","2013","sección"
"616","2013","productos"
"617","2013","frescos"
"618","2013","cuenta"
"619","2013","laboratorios"
"620","2013","específicos"
"621","2013","secciones"
"622","2013","horno"
"623","2013","pescadería"
"624","2013","fruta"
"625","2013","verdura"
"626","2013","carniceríainversiones"
"627","2013","2012"
"628","2013","compromisos"
"629","2013","2013en"
"630","2013","2012"
"631","2013","inversión"
"632","2013","millones"
"633","2013","euros"
"634","2013","cantidad"
"635","2013","destinado"
"636","2013","principalmente"
"637","2013","apertura"
"638","2013","nuevas"
"639","2013","tiendas"
"640","2013","finalizar"
"641","2013","año"
"642","2013","total"
"643","2013","supermercados"
"644","2013","netos"
"645","2013","además"
"646","2013","ello"
"647","2013","compañía"
"648","2013","destinado"
"649","2013","importantes"
"650","2013","recursos"
"651","2013","equipamiento"
"652","2013","reforma"
"653","2013","supermercados"
"654","2013","adaptarlos"
"655","2013","estándares"
"656","2013","actuales"
"657","2013","empresa"
"658","2013","así"
"659","2013","construcción"
"660","2013","almacén"
"661","2013","satélite"
"662","2013","fuerteventura"
"663","2013","palmas"
"664","2013","continuación"
"665","2013","obras"
"666","2013","bloques"
"667","2013","logísticos"
"668","2013","guadix"
"669","2013","granada"
"670","2013","abrera"
"671","2013","barcelonapara"
"672","2013","2013"
"673","2013","previsto"
"674","2013","mantener"
"675","2013","inversión"
"676","2013","aproximada"
"677","2013","millones"
"678","2013","euros"
"679","2013","destinarán"
"680","2013","fundamentalmente"
"681","2013","apertura"
"682","2013","nuevas"
"683","2013","tiendas"
"684","2013","reforma"
"685","2013","supermercados"
"686","2013","continuar"
"687","2013","construcción"
"688","2013","bloques"
"689","2013","logísticos"
"690","2013","guadix"
"691","2013","granada"
"692","2013","abrera"
"693","2013","barcelona"
"694","2013","además"
"695","2013","ello"
"696","2013","compañía"
"697","2013","previsto"
"698","2013","crear"
"699","2013","nuevos"
"700","2013","puestos"
"701","2013","trabajo"
"702","2013","fijo"
"703","2013","directos"
"704","2013","así"
"705","2013","iniciar"
"706","2013","búsqueda"
"707","2013","localizaciones"
"708","2013","abrir"
"709","2013","primera"
"710","2013","tienda"
"711","2013","euskadi"
"712","2013","último"
"713","2013","trimestre"
"714","2013","2014"
"715","2013","principios"
"716","2013","2015según"
"717","2013","juan"
"718","2013","roig"
"719","2013","va"
"720","2013","continuar"
"721","2013","reforzando"
"722","2013","compromiso"
"723","2013","generación"
"724","2013","riqueza"
"725","2013","españa"
"726","2013","través"
"727","2013","hechos"
"728","2013","ello"
"729","2013","vamos"
"730","2013","destinar"
"731","2013","importantes"
"732","2013","recursos"
"733","2013","capacidades"
"734","2013","desarrollo"
"735","2013","cadena"
"736","2013","agroalimentaria"
"737","2013","sostenible"
"738","2013","asimismo"
"739","2013","vamos"
"740","2013","mantener"
"741","2013","apuesta"
"742","2013","ofrecer"
"743","2013","eljefe"
"744","2013","calidad"
"745","2013","menos"
"746","2013","precio"
"747","2013","entendemos"
"748","2013","tiempos"
"749","2013","actuales"
"750","2013","importante"
"751","2013","nunca"
"752","2013","economías"
"753","2013","familiares"
"754","2013","20112012observacionestiendas1"
"755","2013","tiendas"
"756","2013","netas"
"757","2013","aperturas"
"758","2013","cierresventas"
"759","2013","civa"
"760","2013","porcentaje"
"761","2013","unidades"
"762","2013","venta"
"763","2013","kilitros"
"764","2013","porcentaje"
"765","2013","trabajador"
"766","2013","prima"
"767","2013","objetivos"
"768","2013","trabajador"
"769","2013","compensación"
"770","2013","extraordinaria"
"771","2013","impuestos"
"772","2013","beneficio"
"773","2013","neto"
"774","2013","porcentaje"
"775","2013","porcentaje"
"776","2013","sventasebitda"
"777","2013","porcentaje"
"778","2013","porcentaje"
"779","2013","sventascontribución"
"780","2013","tributaria"
"781","2013","porcentaje"
"782","2013","inversión"
"783","2013","porcentaje"
"784","2013","r"
"785","2013","propios"
"786","2013","porcentaje"
"787","2013","plantilla"
"788","2013","total"
"789","2013","compañía70"
"790","2013","trabajadorases"
"791","2013","millones"
"792","2013","kiloslitros"
"793","2013","millones"
"794","2013","euros"
"795","2013","juan"
"796","2013","roig"
"797","2013","presentación"
"798","2013","resultados"
"799","2013","2012"
"800","2013","juan"
"801","2013","roig"
"802","2013","miembros"
"803","2013","comité"
"804","2013","dirección"
"805","2013","presentación"
"806","2013","resultados"
"807","2013","2012"
"808","2013","comunica"
"809","2013","gobierno"
"810","2013","ceuta"
"811","2013","intención"
"812","2013","implantarse"
"813","2013","ciudad"
"814","2013","autónoma"
"815","2013","cadena"
"816","2013","supermercados"
"817","2013","traslada"
"818","2013","presidente"
"819","2013","ciudad"
"820","2013","prevé"
"821","2013","tener"
"822","2013","menos"
"823","2013","dos"
"824","2013","tiendas"
"825","2013","año"
"826","2013","2018la"
"827","2013","cadena"
"828","2013","supermercados"
"829","2013","reunido"
"830","2013","hoy"
"831","2013","presidente"
"832","2013","gobierno"
"833","2013","ceuta"
"834","2013","juan"
"835","2013","vivas"
"836","2013","transmitirle"
"837","2013","decisión"
"838","2013","implantarse"
"839","2013","ciudad"
"840","2013","autónoma"
"841","2013","prevé"
"842","2013","tener"
"843","2013","menos"
"844","2013","dos"
"845","2013","tiendas"
"846","2013","2018"
"847","2013","dicho"
"848","2013","plan"
"849","2013","expansión"
"850","2013","irá"
"851","2013","definiendo"
"852","2013","medio"
"853","2013","plazo"
"854","2013","contribuirá"
"855","2013","dinamizar"
"856","2013","economía"
"857","2013","zona"
"858","2013","responde"
"859","2013","política"
"860","2013","empresa"
"861","2013","ir"
"862","2013","creciendo"
"863","2013","vea"
"864","2013","oportunidades"
"865","2013","exista"
"866","2013","masa"
"867","2013","crítica"
"868","2013","clientesel"
"869","2013","presidente"
"870","2013","ciudad"
"871","2013","autónoma"
"872","2013","juan"
"873","2013","vivas"
"874","2013","mostrado"
"875","2013","disposición"
"876","2013","colaborar"
"877","2013","materialización"
"878","2013","proyecto"
"879","2013","inversión"
"880","2013","según"
"881","2013","manifestado"
"882","2013","encaja"
"883","2013","línea"
"884","2013","estratégica"
"885","2013","gobierno"
"886","2013","través"
"887","2013","pretende"
"888","2013","atender"
"889","2013","demanda"
"890","2013","interna"
"891","2013","mejorando"
"892","2013","oferta"
"893","2013","calidad"
"894","2013","precios"
"895","2013","evitar"
"896","2013","fuga"
"897","2013","consumo"
"898","2013","atraer"
"899","2013","demanda"
"900","2013","externa"
"901","2013","así"
"902","2013","cumplir"
"903","2013","gran"
"904","2013","objetivo"
"905","2013","crear"
"906","2013","riqueza"
"907","2013","empleosobre"
"908","2013","empresa"
"909","2013","supermercados"
"910","2013","capital"
"911","2013","íntegramente"
"912","2013","nacional"
"913","2013","familiar"
"914","2013","alcanzó"
"915","2013","facturación"
"916","2013","millones"
"917","2013","euros"
"918","2013","2012"
"919","2013","supermercados"
"920","2013","día"
"921","2013","hoy"
"922","2013","dispone"
"923","2013","plantilla"
"924","2013","personas"
"925","2013","todas"
"926","2013","contrato"
"927","2013","fijo"
"928","2013","desarrollan"
"929","2013","vida"
"930","2013","profesional"
"931","2013","compañía"
"932","2013","satisfacer"
"933","2013","necesidades"
"934","2013","millones"
"935","2013","hogares"
"936","2013","depositan"
"937","2013","confianza"
"938","2013","empresa"
"939","2013","comunica"
"940","2013","gobierno"
"941","2013","melilla"
"942","2013","intención"
"943","2013","implantarse"
"944","2013","ciudad"
"945","2013","autónoma"
"946","2013","cadena"
"947","2013","supermercados"
"948","2013","traslada"
"949","2013","presidente"
"950","2013","ciudad"
"951","2013","prevé"
"952","2013","tener"
"953","2013","menos"
"954","2013","dos"
"955","2013","tiendas"
"956","2013","año"
"957","2013","2018la"
"958","2013","cadena"
"959","2013","supermercados"
"960","2013","reunió"
"961","2013","ayer"
"962","2013","presidente"
"963","2013","gobierno"
"964","2013","melilla"
"965","2013","juan"
"966","2013","josé"
"967","2013","imbroda"
"968","2013","darle"
"969","2013","conocer"
"970","2013","proyecto"
"971","2013","implantación"
"972","2013","ciudad"
"973","2013","autónoma"
"974","2013","prevé"
"975","2013","tener"
"976","2013","menos"
"977","2013","dos"
"978","2013","tiendas"
"979","2013","2018"
"980","2013","dicho"
"981","2013","plan"
"982","2013","expansión"
"983","2013","irá"
"984","2013","definiendo"
"985","2013","medio"
"986","2013","plazo"
"987","2013","contribuirá"
"988","2013","dinamizar"
"989","2013","economía"
"990","2013","zona"
"991","2013","responde"
"992","2013","política"
"993","2013","empresa"
"994","2013","ir"
"995","2013","creciendo"
"996","2013","vea"
"997","2013","oportunidades"
"998","2013","exista"
"999","2013","masa"
"1000","2013","crítica"
"1001","2013","clientessobre"
"1002","2013","empresa"
"1003","2013","supermercados"
"1004","2013","capital"
"1005","2013","íntegramente"
"1006","2013","nacional"
"1007","2013","familiar"
"1008","2013","alcanzó"
"1009","2013","facturación"
"1010","2013","millones"
"1011","2013","euros"
"1012","2013","2012"
"1013","2013","supermercados"
"1014","2013","día"
"1015","2013","hoy"
"1016","2013","dispone"
"1017","2013","plantilla"
"1018","2013","personas"
"1019","2013","todas"
"1020","2013","contrato"
"1021","2013","fijo"
"1022","2013","desarrollan"
"1023","2013","vida"
"1024","2013","profesional"
"1025","2013","compañía"
"1026","2013","satisfacer"
"1027","2013","necesidades"
"1028","2013","millones"
"1029","2013","hogares"
"1030","2013","depositan"
"1031","2013","confianza"
"1032","2013","empresa"
"1033","2013","pone"
"1034","2013","marcha"
"1035","2013","nuevo"
"1036","2013","bloque"
"1037","2013","logístico"
"1038","2013","guadix"
"1039","2013","granada"
"1040","2013","susana"
"1041","2013","díaz"
"1042","2013","presidenta"
"1043","2013","junta"
"1044","2013","andalucía"
"1045","2013","visitado"
"1046","2013","hoy"
"1047","2013","bloque"
"1048","2013","logístico"
"1049","2013","acompañada"
"1050","2013","presidente"
"1051","2013","juan"
"1052","2013","roigcon"
"1053","2013","inversión"
"1054","2013","millones"
"1055","2013","euros"
"1056","2013","cuenta"
"1057","2013","plantilla"
"1058","2013","trabajadores"
"1059","2013","contrato"
"1060","2013","fijo"
"1061","2013","según"
"1062","2013","política"
"1063","2013","empresapara"
"1064","2013","mejorar"
"1065","2013","manipulación"
"1066","2013","producto"
"1067","2013","fresco"
"1068","2013","compañía"
"1069","2013","instala"
"1070","2013","sistema"
"1071","2013","innovador"
"1072","2013","almacenamiento"
"1073","2013","preparación"
"1074","2013","automática"
"1075","2013","inversión"
"1076","2013","millones"
"1077","2013","euros"
"1078","2013","puesto"
"1079","2013","marcha"
"1080","2013","onceavo"
"1081","2013","bloque"
"1082","2013","logístico"
"1083","2013","guadix"
"1084","2013","granada"
"1085","2013","bloque"
"1086","2013","une"
"1087","2013","actualmente"
"1088","2013","funcionamiento"
"1089","2013","ribaroja"
"1090","2013","túria"
"1091","2013","valencia"
"1092","2013","antequera"
"1093","2013","málaga"
"1094","2013","sant"
"1095","2013","sadurní"
"1096","2013","danoia"
"1097","2013","barcelona"
"1098","2013","san"
"1099","2013","isidro"
"1100","2013","alicante"
"1101","2013","huévar"
"1102","2013","sevilla"
"1103","2013","granadilla"
"1104","2013","abona"
"1105","2013","tenerife"
"1106","2013","santa"
"1107","2013","cruz"
"1108","2013","tenerife"
"1109","2013","ciempozuelos"
"1110","2013","madrid"
"1111","2013","ingenio"
"1112","2013","gran"
"1113","2013","canaria"
"1114","2013","palmas"
"1115","2013","villadangos"
"1116","2013","páramo"
"1117","2013","león"
"1118","2013","zaragoza"
"1119","2013","zaragoza"
"1120","2013","puesta"
"1121","2013","funcionamiento"
"1122","2013","bloque"
"1123","2013","logístico"
"1124","2013","dispone"
"1125","2013","actualmente"
"1126","2013","aproximadamente"
"1127","2013","metros"
"1128","2013","cuadrados"
"1129","2013","destinados"
"1130","2013","garantizar"
"1131","2013","cadena"
"1132","2013","suministro"
"1133","2013","compañía"
"1134","2013","red"
"1135","2013","eficiente"
"1136","2013","transportar"
"1137","2013","menos"
"1138","2013","recursosen"
"1139","2013","día"
"1140","2013","hoy"
"1141","2013","presidenta"
"1142","2013","junta"
"1143","2013","andalucía"
"1144","2013","susana"
"1145","2013","díaz"
"1146","2013","visitado"
"1147","2013","bloque"
"1148","2013","logístico"
"1149","2013","municipio"
"1150","2013","guadix"
"1151","2013","granada"
"1152","2013","díaz"
"1153","2013","efectuado"
"1154","2013","recorrido"
"1155","2013","instalaciones"
"1156","2013","acompañada"
"1157","2013","presidente"
"1158","2013","juan"
"1159","2013","roig"
"1160","2013","explicado"
"1161","2013","funcionamiento"
"1162","2013","nueva"
"1163","2013","plataforma"
"1164","2013","región"
"1165","2013","haciendo"
"1166","2013","especial"
"1167","2013","hincapié"
"1168","2013","apuesta"
"1169","2013","compañía"
"1170","2013","idii"
"1171","2013","objetivo"
"1172","2013","ser"
"1173","2013","eficientes"
"1174","2013","productivos"
"1175","2013","creando"
"1176","2013","ello"
"1177","2013","puestos"
"1178","2013","trabajo"
"1179","2013","cualificados"
"1180","2013","almacenes"
"1181","2013","reduciendo"
"1182","2013","procesos"
"1183","2013","manipulación"
"1184","2013","eliminando"
"1185","2013","sobreesfuerzos"
"1186","2013","parte"
"1187","2013","trabajadores"
"1188","2013","millones"
"1189","2013","euros"
"1190","2013","inversión"
"1191","2013","puestos"
"1192","2013","trabajo"
"1193","2013","fijos"
"1194","2013","directosla"
"1195","2013","inversión"
"1196","2013","realizada"
"1197","2013","puesta"
"1198","2013","marcha"
"1199","2013","bloque"
"1200","2013","logístico"
"1201","2013","guadix"
"1202","2013","supera"
"1203","2013","millones"
"1204","2013","euros"
"1205","2013","proyecto"
"1206","2013","ubicado"
"1207","2013","parque"
"1208","2013","empresarial"
"1209","2013","príncipe"
"1210","2013","felipe"
"1211","2013","emplazamiento"
"1212","2013","estratégico"
"1213","2013","pleno"
"1214","2013","nudo"
"1215","2013","comunicaciones"
"1216","2013","inició"
"1217","2013","año"
"1218","2013","2005"
"1219","2013","año"
"1220","2013","2011"
"1221","2013","comenzaron"
"1222","2013","obras"
"1223","2013","participado"
"1224","2013","trabajadores"
"1225","2013","pymes"
"1226","2013","construcciónel"
"1227","2013","bloque"
"1228","2013","logístico"
"1229","2013","guadix"
"1230","2013","cuenta"
"1231","2013","plantilla"
"1232","2013","trabajadores"
